month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease_source,resale_price,source_file,structural_reasons,structural_fail,remaining_lease_years,remaining_lease_months,remaining_lease,is_price_anomaly,is_area_anomaly,is_anomaly,avg_resale_price_group,Resale Identifier
2012-01,ANG MO KIO,3 ROOM,118,ANG MO KIO AVE 4,01 TO 03,73.0,New Generation,1978,,320000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,348208.02444444445,S1183401A
2012-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1978,,382800.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,348208.02444444445,S1213401A
2012-01,ANG MO KIO,4 ROOM,126,ANG MO KIO AVE 3,01 TO 03,92.0,New Generation,1978,,452000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S1264701A
2012-01,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,,302000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S1513401A
2012-01,ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,,321000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S1543401A
2012-01,ANG MO KIO,3 ROOM,157,ANG MO KIO AVE 4,04 TO 06,69.0,New Generation,1980,,297000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S1573401A
2012-01,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,04 TO 06,69.0,New Generation,1980,,340000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S1633401A
2012-01,ANG MO KIO,2 ROOM,170,ANG MO KIO AVE 4,01 TO 03,45.0,Improved,1986,,260000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,73,0,73 years 00 months,False,False,False,263160.0,S1702601A
2012-01,ANG MO KIO,4 ROOM,175,ANG MO KIO AVE 4,01 TO 03,91.0,New Generation,1981,,385000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,474485.8181818182,S1754701A
2012-01,ANG MO KIO,4 ROOM,179,ANG MO KIO AVE 5,10 TO 12,91.0,New Generation,1981,,443000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,474485.8181818182,S1794701A
2012-01,ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,,325000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S1803401A
2012-01,ANG MO KIO,4 ROOM,209,ANG MO KIO AVE 3,07 TO 09,91.0,New Generation,1977,,485000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,474485.8181818182,S2094701A
2012-01,ANG MO KIO,4 ROOM,210,ANG MO KIO AVE 3,10 TO 12,91.0,New Generation,1977,,495000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,474485.8181818182,S2104701A
2012-01,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,,318000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,63,0,63 years 00 months,False,False,False,348208.02444444445,S2143401A
2012-01,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,,375000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,63,0,63 years 00 months,False,False,False,348208.02444444445,S2163401A
2012-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,10 TO 12,73.0,New Generation,1977,,353000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,348208.02444444445,S2563401A
2012-01,ANG MO KIO,4 ROOM,304,ANG MO KIO AVE 1,10 TO 12,97.0,New Generation,1977,,520000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,474485.8181818182,S3044701A
2012-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,01 TO 03,123.0,Standard,1977,,560000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,577400.0,S3065701A
2012-01,ANG MO KIO,4 ROOM,309A,ANG MO KIO ST 31,01 TO 03,90.0,Model A,2006,,528000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,93,0,93 years 00 months,False,False,False,474485.8181818182,S3094701A
2012-01,ANG MO KIO,5 ROOM,312,ANG MO KIO AVE 3,13 TO 15,123.0,Improved,1978,,620000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,577400.0,S3125701A
2012-01,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,10 TO 12,44.0,Improved,1978,,275000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,263160.0,S3142601A
2012-01,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1978,,263000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,263160.0,S3142601A
2012-01,ANG MO KIO,4 ROOM,324,ANG MO KIO AVE 3,07 TO 09,98.0,New Generation,1978,,555000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S3244701A
2012-01,ANG MO KIO,4 ROOM,324,ANG MO KIO AVE 3,04 TO 06,98.0,New Generation,1978,,510000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S3244701A
2012-01,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,,350000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S3323401A
2012-01,ANG MO KIO,4 ROOM,335,ANG MO KIO AVE 1,01 TO 03,91.0,New Generation,1982,,460000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,69,0,69 years 00 months,False,False,False,474485.8181818182,S3354701A
2012-01,ANG MO KIO,4 ROOM,336,ANG MO KIO AVE 1,07 TO 09,91.0,New Generation,1982,,480000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,69,0,69 years 00 months,False,False,False,474485.8181818182,S3364701A
2012-01,ANG MO KIO,4 ROOM,344,ANG MO KIO AVE 3,10 TO 12,98.0,New Generation,1978,,548000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S3444701A
2012-01,ANG MO KIO,4 ROOM,344,ANG MO KIO AVE 3,04 TO 06,98.0,New Generation,1978,,530888.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S3444701A
2012-01,ANG MO KIO,4 ROOM,348,ANG MO KIO AVE 3,01 TO 03,98.0,New Generation,1978,,480000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S3484701A
2012-01,ANG MO KIO,4 ROOM,351,ANG MO KIO ST 32,01 TO 03,95.0,Model A,2001,,484000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,88,0,88 years 00 months,False,False,False,474485.8181818182,S3514701A
2012-01,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,01 TO 03,95.0,Model A,2001,,470000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,88,0,88 years 00 months,False,False,False,474485.8181818182,S3524701A
2012-01,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,01 TO 03,44.0,Improved,1979,,257800.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,263160.0,S4062601A
2012-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,01 TO 03,92.0,New Generation,1978,,448000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,474485.8181818182,S4284701A
2012-01,ANG MO KIO,3 ROOM,432,ANG MO KIO AVE 10,07 TO 09,82.0,New Generation,1979,,370000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,348208.02444444445,S4323401A
2012-01,ANG MO KIO,3 ROOM,440,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,,345000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,348208.02444444445,S4403401A
2012-01,ANG MO KIO,3 ROOM,456,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1980,,340000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S4563401A
2012-01,ANG MO KIO,5 ROOM,460,ANG MO KIO AVE 10,10 TO 12,120.0,Improved,1980,,581000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,577400.0,S4605701A
2012-01,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,,320000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S4623401A
2012-01,ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979,,435000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,474485.8181818182,S4704701A
2012-01,ANG MO KIO,4 ROOM,472,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,,431800.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,474485.8181818182,S4724701A
2012-01,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1984,,335000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,71,0,71 years 00 months,False,False,False,348208.02444444445,S4743401A
2012-01,ANG MO KIO,4 ROOM,476,ANG MO KIO AVE 10,10 TO 12,91.0,New Generation,1979,,450000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,474485.8181818182,S4764701A
2012-01,ANG MO KIO,4 ROOM,502,ANG MO KIO AVE 5,01 TO 03,93.0,New Generation,1981,,408000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,474485.8181818182,S5024701A
2012-01,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,07 TO 09,68.0,New Generation,1980,,380000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5043401A
2012-01,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,07 TO 09,68.0,New Generation,1980,,342000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5063401A
2012-01,ANG MO KIO,2 ROOM,508,ANG MO KIO AVE 8,04 TO 06,44.0,Improved,1980,,260000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,263160.0,S5082601A
2012-01,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,01 TO 03,81.0,New Generation,1980,,358000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5093401A
2012-01,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,,342000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5343401A
2012-01,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,,333000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5363401A
2012-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,,330000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S5413401A
2012-01,ANG MO KIO,3 ROOM,542,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1981,,327000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S5423401A
2012-01,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,10 TO 12,82.0,New Generation,1981,,408800.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S5503401A
2012-01,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1981,,338000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S5503401A
2012-01,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,07 TO 09,82.0,New Generation,1980,,380000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5573401A
2012-01,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1980,,344000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5583401A
2012-01,ANG MO KIO,4 ROOM,560,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1980,,440000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,474485.8181818182,S5604701A
2012-01,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,,347000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5613401A
2012-01,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,10 TO 12,68.0,New Generation,1985,,349888.88,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,348208.02444444445,S5643401A
2012-01,ANG MO KIO,3 ROOM,565,ANG MO KIO AVE 3,13 TO 15,82.0,New Generation,1980,,405000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S5653401A
2012-01,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,,320000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,348208.02444444445,S5713401A
2012-01,ANG MO KIO,EXECUTIVE,614,ANG MO KIO AVE 4,07 TO 09,149.0,Apartment,1996,,730000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,83,0,83 years 00 months,False,False,False,730000.0,S6147301A
2012-01,ANG MO KIO,5 ROOM,622,ANG MO KIO AVE 9,01 TO 03,121.0,Improved,1980,,563000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,577400.0,S6225701A
2012-01,ANG MO KIO,5 ROOM,622,ANG MO KIO AVE 9,07 TO 09,121.0,Improved,1980,,563000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,577400.0,S6225701A
2012-01,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1980,,400000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S6243401A
2012-01,ANG MO KIO,3 ROOM,632,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1981,,340000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,68,0,68 years 00 months,False,False,False,348208.02444444445,S6323401A
2012-01,ANG MO KIO,3 ROOM,633,ANG MO KIO AVE 6,10 TO 12,67.0,New Generation,1985,,366000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,348208.02444444445,S6333401A
2012-01,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,13 TO 15,75.0,New Generation,1980,,416000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S6493401A
2012-01,ANG MO KIO,3 ROOM,727,ANG MO KIO AVE 6,01 TO 03,67.0,New Generation,1980,,315000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,348208.02444444445,S7273401A
2012-01,BEDOK,3 ROOM,103,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1985,,313000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,332250.0,S1033301B
2012-01,BEDOK,4 ROOM,106,BEDOK RESERVOIR RD,07 TO 09,91.0,New Generation,1985,,402780.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,429203.07692307694,S1064201B
2012-01,BEDOK,3 ROOM,107,BEDOK RESERVOIR RD,04 TO 06,67.0,New Generation,1985,,326000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,332250.0,S1073301B
2012-01,BEDOK,4 ROOM,11,CHAI CHEE RD,01 TO 03,101.0,Model A,2001,,495000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,88,0,88 years 00 months,False,False,False,429203.07692307694,S0114201B
2012-01,BEDOK,4 ROOM,110,BEDOK RESERVOIR RD,01 TO 03,91.0,New Generation,1985,,410000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,429203.07692307694,S1104201B
2012-01,BEDOK,5 ROOM,112,LENGKONG TIGA,10 TO 12,125.0,Improved,1989,,710000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,76,0,76 years 00 months,False,False,False,578592.5333333333,S1125701B
2012-01,BEDOK,5 ROOM,114,LENGKONG TIGA,04 TO 06,130.0,Improved,1989,,706000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,76,0,76 years 00 months,False,False,False,578592.5333333333,S1145701B
2012-01,BEDOK,4 ROOM,119,BEDOK NTH RD,04 TO 06,92.0,New Generation,1978,,427000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,429203.07692307694,S1194201B
2012-01,BEDOK,5 ROOM,120,BEDOK NTH ST 2,01 TO 03,117.0,Standard,1978,,500000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,578592.5333333333,S1205701B
2012-01,BEDOK,4 ROOM,121,BEDOK NTH RD,04 TO 06,92.0,New Generation,1978,,435000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,429203.07692307694,S1214201B
2012-01,BEDOK,3 ROOM,128,BEDOK NTH ST 2,01 TO 03,67.0,New Generation,1978,,330000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,332250.0,S1283301B
2012-01,BEDOK,4 ROOM,132,BEDOK NTH ST 2,07 TO 09,92.0,New Generation,1978,,451500.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,429203.07692307694,S1324201B
2012-01,BEDOK,4 ROOM,135,BEDOK RESERVOIR RD,01 TO 03,84.0,Simplified,1987,,392000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,74,0,74 years 00 months,False,False,False,429203.07692307694,S1354201B
2012-01,BEDOK,5 ROOM,137,BEDOK NTH AVE 3,01 TO 03,117.0,Standard,1979,,515000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,578592.5333333333,S1375701B
2012-01,BEDOK,4 ROOM,137,BEDOK NTH AVE 3,04 TO 06,91.0,New Generation,1979,,418000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,429203.07692307694,S1374201B
2012-01,BEDOK,3 ROOM,138,BEDOK NTH ST 2,10 TO 12,67.0,New Generation,1978,,344000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,332250.0,S1383301B
2012-01,BEDOK,3 ROOM,138,BEDOK NTH ST 2,07 TO 09,67.0,New Generation,1978,,336000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,332250.0,S1383301B
2012-01,BEDOK,5 ROOM,139,BEDOK NTH AVE 3,07 TO 09,117.0,Standard,1979,,545000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,578592.5333333333,S1395701B
2012-01,BEDOK,3 ROOM,143,BEDOK RESERVOIR RD,04 TO 06,64.0,Simplified,1987,,295000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,74,0,74 years 00 months,False,False,False,332250.0,S1433301B
2012-01,BEDOK,4 ROOM,163,BEDOK STH RD,01 TO 03,83.0,Simplified,1985,,425000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,72,0,72 years 00 months,False,False,False,429203.07692307694,S1634201B
2012-01,BEDOK,4 ROOM,164,BEDOK STH RD,10 TO 12,84.0,Simplified,1986,,450000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,73,0,73 years 00 months,False,False,False,429203.07692307694,S1644201B
2012-01,BEDOK,3 ROOM,29,NEW UPP CHANGI RD,01 TO 03,65.0,Improved,1977,,348000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,332250.0,S0293301B
2012-01,BEDOK,3 ROOM,30,NEW UPP CHANGI RD,07 TO 09,65.0,Improved,1977,,341000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,332250.0,S0303301B
2012-01,BEDOK,5 ROOM,31,BEDOK STH AVE 2,16 TO 18,118.0,Standard,1978,,637000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,578592.5333333333,S0315701B
2012-01,BEDOK,3 ROOM,36,CHAI CHEE AVE,04 TO 06,65.0,Improved,1974,,323000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,61,0,61 years 00 months,False,False,False,332250.0,S0363301B
2012-01,BEDOK,3 ROOM,4,BEDOK STH AVE 1,04 TO 06,65.0,Improved,1976,,316000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,63,0,63 years 00 months,False,False,False,332250.0,S0043301B
2012-01,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,13 TO 15,67.0,New Generation,1979,,352000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,332250.0,S4013301B
2012-01,BEDOK,4 ROOM,403,BEDOK NTH AVE 3,04 TO 06,92.0,New Generation,1980,,433000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,429203.07692307694,S4034201B
2012-01,BEDOK,3 ROOM,412,BEDOK NTH AVE 2,07 TO 09,67.0,New Generation,1979,,358000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,332250.0,S4123301B
2012-01,BEDOK,5 ROOM,415,BEDOK NTH AVE 2,04 TO 06,119.0,Improved,1978,,630000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,578592.5333333333,S4155701B
2012-01,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,04 TO 06,67.0,New Generation,1978,,354000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,65,0,65 years 00 months,False,False,False,332250.0,S4163301B
2012-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,04 TO 06,68.0,New Generation,1979,,343000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,332250.0,S4203301B
2012-01,BEDOK,4 ROOM,421,BEDOK NTH RD,07 TO 09,92.0,New Generation,1979,,488000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,429203.07692307694,S4214201B
2012-01,BEDOK,4 ROOM,422,BEDOK NTH RD,07 TO 09,92.0,New Generation,1979,,465000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,429203.07692307694,S4224201B
2012-01,BEDOK,4 ROOM,425,BEDOK NTH RD,01 TO 03,92.0,New Generation,1979,,432000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,66,0,66 years 00 months,False,False,False,429203.07692307694,S4254201B
2012-01,BEDOK,4 ROOM,43,BEDOK STH RD,16 TO 18,84.0,Improved,1977,,435000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,64,0,64 years 00 months,False,False,False,429203.07692307694,S0434201B
2012-01,BEDOK,4 ROOM,43,CHAI CHEE ST,04 TO 06,92.0,New Generation,1980,,425000.0,"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012.csv",,False,67,0,67 years 00 months,False,False,False,429203.07692307694,S0434201B
